,id,content,location_traffic_convenience,location_distance_from_business_district,location_easy_to_find,service_wait_time,service_waiters_attitude,service_parking_convenience,service_serving_speed,price_level,price_cost_effective,price_discount,environment_decoration,environment_noise,environment_space,environment_cleaness,dish_portion,dish_taste,dish_look,dish_recommendation,others_overall_experience,others_willing_to_consume_again
2343,2343,"""和友人在孔雀吃完午餐后，其纯粹为过渡下口腔的辛辣而来。额对高热量的冰激凌兴趣不大，故而跟风各点了份黑巧克力蛋筒。单纯从黑巧克力的角度来说，有人说godive是巧克力中的贵族？额不禁笑了，那置魔都Jean Paul Hevin店的巧克力于何位置？更别提偶尝过的Patrick Rogers、domori等这些感觉不错的了。
        从巧克力口味冰激凌的角度看，还算魔都中能吃吃的，算不上最好，但不难吃，仅此而已。最后说一句，自被友人带着吃惯了100%黑巧后，还真是不习惯品尝太甜的巧克力。""",-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2
2344,2344,"""我参加活动拿了四厅加多宝。华神龙味道不错的，锅底不错。小料台东西齐，水果绿豆汤随意拿。菜量稍少能接受，水平和深圳差不多。有些耗儿鱼黄喉米有了，小失望。不过最爱的鸭肠还在～来两份都不嫌多～涮一下就捞起，别涮老了。炸腐竹和油豆皮有点煮不透的架势，望店长改进。我视豆制品为火锅佳品，怎可少。还免费做了个指甲^_^对女生诱惑力大。   
小提示：以前一个朋友教我的，吃川锅的小料用油碟。小料台上取香油（多）、蒜泥（小多）、香菜（少许）、蚝油（少许）、一点点盐和辣椒 

哎呀，下次调好不拌发一张上来供参考。

服务不错""",-2,-2,-2,-2,1,-2,-2,-2,-2,0,-2,-2,-2,-2,-1,0,-2,-2,1,-2
2345,2345,"""每次到UME看电影总会有个头痛的问题(吃饭)，因为感觉没什么新的可以尝试，这不在四楼发现新开了一家韩式料理火锅，名字还挺特别的“王妃家的”装修风格挺韩范儿的，以为是点菜形式没想到还是自助餐形式的(新店开业优惠58元/人)，平时吃点菜就已经把我吃撑了，因为韩式年糕火锅里面都是很扎实的东西，这哈变自助就安逸了，先去自助区选食材，除了食材还有饮品和小吃有很多比如鱼豆腐、鸡翅、年糕、鸡肉、方便面之类的，服务员提醒我们这锅拿少了也没关系，下一锅还是可以继续往里面倒菜的，等待了十分钟以后，哇～终于可以开动了，味道吃起来还不错，我们两个人一连吃了两锅，最后还加了两包方便面，彻底吃撑了，58元/人这个价格简直太实惠了，管饱的节奏，以后来UME又多了一个新的选择。""",-2,-2,-2,-2,1,-2,-1,1,1,-2,-2,-2,-2,-2,1,1,-2,-2,1,1
2346,2346,"""第一市场那边，海鲜加工排挡林立，实味海鲜在中间靠后面的位置，很容易找；骑电动车可以停在店门口；
＃鲜榨火龙果汁＃开餐前先来一杯，甜甜的，正好可以用来消暑，而且颜色紫色好漂亮；
＃炒芒果螺＃和＃白贝＃很新鲜，辣炒很入味，不过吃贝壳普遍的一个问题就是螺肉容易散掉沉到下面，目前还没看到有店家解决得了这个问题；
＃香辣蟹＃味道很赞，但是海南本地的同学觉得略辣，不过其他的小伙伴觉得很不错；
＃清蒸石斑＃鲜嫩爽口，这道菜十分推荐！
＃基围虾＃能吃出新鲜的味道，肉质Q弹，蘸上特质的酱汁，非常好，推荐！
＃炭烤生蚝＃三亚的蚝真的太鲜美了，一个人吃两打都可以，推荐；
＃蒜蓉地瓜叶＃海南这边很喜欢吃地瓜叶，蒜蓉炒的，味道不错；
＃龙虾粥＃这里是一个龙虾两种做法，虾身清蒸，虾头熬粥，现熬的，粥很清甜，个人很喜欢这样的做法。如果要来吃龙虾的朋友，不妨点一个这样的做法；
＃鲍鱼＃和＃粉丝扇贝＃，＃白贝冬瓜汤＃都是三亚这边店铺里很常见的海鲜做法。
实味海鲜的环境相对于同一地段其他的店来说算是宽敞干净的了；
老板和老板娘超级热情，吃完饭还帮忙拍立得拍照晒出来。店里还有一个大大的墙面，专门用来展示照片和留言的，非常sweet。很用心。
总的来说，是会回头和介绍朋友过来的一家店。""",-2,-2,1,-2,1,1,-2,-2,-2,-2,-2,-2,1,1,-2,1,1,1,1,1
2347,2347,"""逛荟聚，看到这家有团购，正好没喝过，便尝尝。也许是工作日的原因，人很少~
选了最经典的珍珠奶茶，4.9元的团购价格相对其他牌子来说很便宜。喜欢珍珠便叫小哥多加点，结果小哥真的加了好多，两大勺，每一口都有好多粒珍珠，很开心！珍珠口感也很q弹软糯。甜度可以自选，吸取了前几次无糖寡如水的教训，选的微糖，喝起来口感也比较丝滑，不比同等价位的coco差。
他家还有简单的小椅子供休息，下次想来尝尝奶盖，貌似评价很高。""",-2,-2,-2,-2,1,-2,-2,1,-2,0,-2,-2,-2,-2,1,1,-2,1,1,1
2348,2348,"""前段时间，听说宁波要开很高兴遇见你，以前总是听起别人说起，自己都没有吃过，好了现在宁波也有了，前天和同事一起过去吃，和义大道边上，万豪酒店旁边，很热闹，而且三天还打五折。本想最后一天，等就等吧，大不了个把小时，但是叫号的速度非常快，半小时就到我们了，一进门，服务员一口一个很高兴遇见你，听得心里暖暖的，稍微看了一下店里的设施环境，非常的有个性，墙壁上放着卓别林大师的电影，还有人工大瀑布，人工沙滩，桌上的鲜花，以及墙壁上出现的意味深长的句子。还有很多的书架，放着韩寒的书，感觉了一下确实不错，环境，服务都很贴心，瞬间感觉自己逼格提高了很多。也没有网上说的那般差劲，确实一些东西亲自体验了才会知道，想想也是现在这个网络信息时代，几乎没有什么东西没有被喷过，黑过。最重要的还是要自己去感觉。接着开始点菜，看着琳琅满目的菜名一时不知如何下手，
    问了下店员点了几个特色菜，例如#纸排屋肋排#，非常的不错，口感很好，非常符合宁波人的口味。#阿根廷大虾#，很大的一只，味道微辣，Q弹有嚼劲，分量刚好。#来自星星的炸鸡#，不得不说炸鸡配啤酒简直不能再好，大口吃肉大口喝饮品心情大好，再配上环境。，#法式鹅肝冻糕#，入口即化，口感细腻，不能自拔。  #北京味馅饼#，金黄色的脆皮，里面是腌制的鸭肉，原谅我嘴馋一口一个，根本停不下来。
   最后吃完总结下来，很高兴遇见你，是我喜欢的感觉，不论环境风格，菜品，店内服务。再也不敢乱相信网友们的恶评了，好东西真的得试过才知道，真心希望宁波朋友们能去尝试一下。""",-2,-2,-2,1,1,-2,-2,-2,-2,1,1,1,1,1,1,1,1,-2,1,1
2349,2349,"""看到朋友圈都在传这家店，立马拖上好友去满足一下少女心了。交通很便利，地铁下来很近就到了，原来的353广场啦。
到的时候生意已经很好了，排队的人超多，还好好友定座了。新开的店环境超可爱很干净明亮，门口的hellokitty是正版的哦，拍了好几张照片。
再说说菜品，很有特色，很萌，咖啡上都有kitty的头像，超可爱的，意面量不大，但是味道不错，牛排是特色，性价比很高，烤鸡上来的时候那股香味扑鼻，最后的甜品也是最爱，好想再去吃一次。""",1,1,-2,1,-2,-2,-2,-2,1,-2,1,-2,-2,1,0,1,1,-2,1,1
2350,2350,"""弟弟强烈推荐的一家火锅店，特地工作日中午来尝试，感觉和在四川吃到的差不多，麻辣鲜香、很正宗。
点了中辣的牛油锅，调料自选的，喜欢香油蒜泥加盐加香菜，调料区还有免费西瓜，就是不太甜，季节关系吧。
毛肚、鸭胗、羔羊卷都不错，鲜切羊肉不推荐、肉质太精、口感比较柴，酥肉是现炸的，而且裹着花椒粒炸的，所以咬到嘴里那个麻啊，很刺激。
服务很好、热情、有求必应。
最后微信可以加入VIP，除酒水外打85折。
希望店家能保持好的水准提供优质的食物和服务！""",-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,1,-2,0,1,-2
2351,2351,"""环境靠河边，还真的不错，微风凉凉，口味一般般，分量小，比浏阳蒸菜的分量少多了。价格不是一般的贵，晚上点了一个口味虾，一个清蒸虾，一份皮蛋，一份海蜇皮，一份毛豆，还有一份土豆丝，十碗猪油拌饭，一共400多，猪油拌饭，男孩子吃，应该差不多5口，份量少的可怜，味道还可以咯，只是味道跟价格不成正比，再说服务，服务本人觉得是可以，但是一起去的朋友觉得很差，去试试口味的，还可以选择，要是注重口味的，还是不用去了。""",-2,-2,-2,-2,1,-2,-2,-1,-2,-2,1,1,1,1,-1,1,-2,-2,0,0
2352,2352,"""醒来一看风和日丽，又想到今天要去神农生态庄园吃烤全羊，就心情好好。由于是第一次吃，所以在百度地图上搜了一下，发现坐4路车可以直达，还是蛮方便的，温馨提示：直接给师傅说到神农庄园下就行。
一进庄园，就觉得超级震撼，简单粗暴的形容下，就是“大”。在服务员的热情指引下，我很快找到了自己的组织。去的比较早，所以不着急坐下，就四处转了转，发现里面和植物园差不多，有孔雀、珍珠鸡，还有火鸡，当然面积最广的还是那些绿色植物，里面还有一个小凉亭，坐下喝喝茶还是不错的。
坐下后，服务员陆续将菜品端了上来，凉菜热菜水果拼盘也都还算精致，味道和大饭店差不多，在此就不再多说。值得一提的是，他们的食材很新鲜，而且大多是就地取材，就连豆芽都是自己发的，吃起来就是不一样。接下来就是重头戏——烤全羊了。整只端上来很是震撼，色泽非常棒，一看就很有食欲，为了方便我们食用，服务员热情把羊分好，又给我们发了一次性手套，真的是大快朵颐啊！羊肉比较嫩，撒上孜然和辣椒，真的是人间美味，个人喜欢辣一点的，好吃到根本停不下来！老板很大方，还送了一些菜，不过也都被我们消灭干净了，如果男士多的话，估计要加两个菜，估计男士战斗力比较强。吃饱喝足后又在里面转了转，权当是消化一下，回来是蹭欧巴的车，总结一下一天的行程，只有两个字:完美！""",1,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,1,1,-2,1,-2
2353,2353,"""很好的哦，菜色棒棒的，真的没谁了，本来就没有指望她家的菜能好吃，因为我以前吃的湘菜真的是很难吃呀，因为当时实在是太累了所以就随便近的，没想到他家的菜是真的好吃呀～～～～～～～～～～～～～～～～～！～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～好吃的真的没说的，服务员一直在在旁边呆着，给我们服务服务态度真的是不错，可以说是无为不治。真的很好吃建议大家可以去他家试试。""",-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,-2,1,1
2354,2354,"""1.环境好，装潢很小资的感觉。
2.菜品真的很一般，打着东南亚的招牌，但却不是主要的，不知道是不是为了迎合大众的口味，很多菜品和甜点在其他店诸如川杭居或橘子餐厅等都可以吃到。而且，对比了山药泥，和川杭居的造型摆盘几乎一样，但真心不如川杭居的好吃。点的那份面包冰淇淋甜点也不如小蓝猫的好吃。推荐春卷，蘸料汁很爽口。
3.其实真的很希望能有家正宗的越南菜馆，越南菜源自法国，本应有很多异域味道，可是越来悦真的很本土化。不知道新乡这家店是否是合肥那家的加盟店。
4.如果你要求的首先是环境，其次是菜品的话，越来悦是个不错的选择。反之则慎选，我们冲着越南菜去的，感觉有点失望，性价比只剩在环境而已。""",-2,-2,-2,-2,-2,-2,-2,-2,0,-2,1,-2,-2,-2,0,0,0,0,-1,-2
2355,2355,"""环境：就近地铁口，交通方便，啤酒风情，前面大屏幕一直在播放维秘，比较安静凉爽。PS：炎天暑热的，刚一进去真的很爽，但是冷气太足，一顿饭下来瑟瑟发抖，直到出来好久才缓过劲儿来
菜品：整体不错，从造型到口味，用料也新鲜，就是整体量少，这么多种类刚够两个人吃，下面按个人爱好排名次：
1、奶油培根蘑菇意面，料足，味浓，奶油香醇浓郁，意面爽口弹牙，还搭配了一片蒜香面包干，很不错～不知那款三明治如何，喜欢意面的可以试试～
2、咖喱牛肉饭套餐，刚一上桌，米香味扑面而来，好米！最起码是稻花香、泰国香之类。咖喱牛肉也很入味，却不油腻，因为加了洋葱和青椒的鲜香，就是量少！配菜西兰花，还有那个泡菜，小拇指粗细的均匀雪白的莲藕，不知是什么，爽口！唯一不好的是口蘑瘦肉汤，平淡不入味
3、18果昔：一大杯水果冰沙，爽！就是屋里太冷反而不敢大喝一口，水果应该有芒果李子西瓜之类，具体没太搞明白
4、百香柠檬汁：名字不太记得了，不是柠檬就是柚子，还有山香子，也是喝完了冰块都没有化掉！冷啊～～其他饮品不是咖啡就是冰饮，选择范围有点窄～
5、十八主厨沙拉，另一款海鲜沙拉问了是生肉，本性不爱，所以选了这款，搭配也挺奇怪的，烤肉、洋葱、鸡蛋、牛油果、生菜、番茄，最上面一丝丝的也是肉，没吃出什么肉来
6、樱桃蛋糕，其实味道还是可以的，蛋糕胚是枣泥核桃蛋糕，挺好，要说的是，只让选择真的一块小小的三角蛋糕，图片上那种好几片加冰淇淋的不让选，因此不爽。
自己消费的土豪还是可以去试试的，普通白领就算了，那个18果昔标价42，其他价格不太知道""",1,-2,-2,-2,-2,-2,-2,-1,-2,-2,-2,-2,-2,-2,-1,0,1,1,0,-2
2356,2356,"""没到红叶季就来凑热闹了，这人山人海的爬香山都爬了几个小时…下山后就到了这家吃饭。本来各种菌类就是我心头好，竹荪更是所有菌类中的最爱！要的是最便宜的58的锅底，本以为锅底里头只会有一个四两的鹅腿…结果…居然还有很多块鹅肉！因为是火锅，所以还点了松茸和竹荪蛋，其他涮菜和主食比较普通了。刚上来的时候一定要喝汤，汤底挺鲜的，不过有可能加了味精。竹荪蛋是第一次吃，吃不习惯…大份卤鹅36，还蛮好吃的。总的来说就是喝汤吃卤鹅，吃竹荪和各种菌类比较合适。店铺装修也比较云南，全是竹子，不过位置不多。老板老板娘很热情，好评。""",-2,-2,-2,-2,1,-2,-2,0,0,-2,0,-2,0,-2,-2,1,-2,-2,1,-2
